risky	ARGs	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	L11	L12	L13	L14	L15	L16	L17	L18	L19	L20	L21	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	H13	H14	H15	H16	H17	H18	H19	H20	H21	ARG Class
Q3	cmlA5	9.89496E-05	0	0	0.000224434	0	0	0	0.002024515	0	0	0	0.000347308	0.001364074	0	0.000116171	0	0	0	0	0	0	0	0	0	0	0	0.000168206	0	0.000596898	8.85262E-05	0	0.000830757	0.000666487	0	0.000393735	6.69373E-05	0.000264591	6.65527E-05	0	0	0	0	0	0	0	0	0	0.000105106	0.000981786	2.44379E-05	0	0	0	0	0	0	0.000613481	0	0	0	0	0	0	phenicol antibiotic
Q3	dfrA1	0	0	0	0	0.013219012	0	0.008418525	0	0	0	0	0	0.005578263	0.000349701	0.000423436	0	0.001086005	0	0	0	0.000789522	0.000137615	0	0	0.000106272	0.000544687	0.000359558	0	0.00130603	0	0.000387647	0	0.001513938	0.00041784	0.001112513	0.000116296	0	0.000179146	0	0.000536553	3.30892E-05	0.000134943	0.001672426	0	0.000556208	0	0.00062331	0.000432025	0.001024309	0.000992814	0	0	0.000302225	0.001139659	0	0	0	0	0	0	0	0	0	diaminopyrimidine antibiotic
Q3	Erm(42)	0	0	0	0	0	0	0	0	0	0	0	0	0.000327516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127505	0	0	0	0	0	0	0	0	0	0	0	0	0.00011849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MLS
Q3	lnuC	0	0	0	0	0	0	0	0	0	0	0	0	0.000470356	0	0	0	0	0	0	0	0	0.000182009	0	0	0	0	0.000109493	0	0.00167416	7.42754E-05	0.000397971	0	0.003271244	0	0	0.000348204	0	0	0.00017942	0	0	0	0.000174016	0	0.000623896	0.000528534	0.0033355	0.000563832	0.000830309	0.000493216	0	0	0.000238856	0	0	0	0	0	0	0	0	0	0	MLS
Q3	oleC	0	0	0	0	0	0	0	0	0	0	0	0	0.000123518	0	0	0	0	0.00193159	0	0	0	0.000287313	0	0.000609691	0	0	0.000111995	0	0	0	0	0	0.000565635	0	0	0	0	0	0	0	0	0	0	0	0	0.000192955	0.000127647	0	0.000375912	0	0	0.000855077	0.000287657	0	0.000477704	0	0	0	0	0	0	0	0	MLS
Q3	QnrB4	0	0	0	0	0	0	0	0	0	0	0.000233774	0	0	0.00013674	0	0	0	0	0	0	0	0	0	0	0	0	0	4.34574E-09	0	0.000304659	0	0.000600268	8.60476E-05	0	0	0	0	0	0	0	0	0.000100591	9.24817E-05	0	0.000241556	0.000197746	0	0.000104008	0	8.37136E-05	0.001031352	0	0.000489773	0	0	0	0.00052201	0	0	0	0	0	0	fluoroquinolone antibiotic
Q3	vanB	0.000133422	0	9.37696E-05	0.000168824	0	0	0	0	0	0	0.000203425	0.000373077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83039E-05	3.33801E-09	0	0	3.84118E-05	0	0	0	0	3.2799E-05	0	2.66659E-05	2.95551E-05	0	0	0	0	0	0	0	0	0	4.90164E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	glycopeptide antibiotic
Q3	vanHB	0	0	9.45834E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000539549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.53131E-05	0	0	0	0	0	0	0	7.75593E-05	0.000157506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	glycopeptide antibiotic
Q3	vanRB	0	0	0	0	0	0	0	0.000592085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003200656	0	0.000792242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	glycopeptide antibiotic
Q4	AAC(6')-Ib	0	0	0	0	0.009353432	0	0.005808701	0	0.005521791	0	0	0	0.003604823	0.000897774	0.007890454	0	0	0.001705961	0	0	0.000520588	0	0.000289203	0.000483253	0.000371819	0.000926836	0.000411726	8.73384E-09	0.002966054	0.000325358	0	0.001131235	0.002942382	0.001006744	0.000688405	0.000436058	0.000595563	0	8.30868E-05	0.000792582	0	0	0.000509432	0	0.001411426	0.001639699	0.001160385	0.000811125	0.005660672	0.001707281	0	0	0	0.000309316	0	0	0.001920561	0	0.001037039	0	0.003555707	0	0	aminoglycoside antibiotic
Q4	aadA7	0.000640392	0.002244161	0.003342674	0.00045708	0	0	0.001511983	0	0.001679546	0.001166452	0	0.002491438	0	0.000926203	0.000819081	0.004182809	0	0	0.000621886	0	0.002414432	0.00183598	0	0.001983965	0.000913015	0	0.00076295	5.62084E-08	0.001067309	0.000385763	0	0.001282127	0	0.002581737	0.001917419	0.000658215	0.000914334	0	0.000342254	0.000927016	0.000225816	0.001137881	0.000851575	0.000756861	0.002626854	0.00132558	0.001080312	0.002216001	0.001278457	0.00086369	0	0	0.000202887	0	0	0	0.00067799	0.000659294	0.000807218	0	0	0	0	aminoglycoside antibiotic
Q4	APH(6)-Ia	0.000654507	0	0	0.000535069	0.004672852	0	0	0	0.001908183	0.002413932	0	0	0.000346893	0.000535069	0	0.001847443	0	0	0.001275405	0	0	0	0	0.000231669	0	0.000294204	0.000204318	8.32076E-09	0	0.000199914	0	0.003354146	0.000300963	0.001431011	0	0	0	0	0.000455982	0	0.000297636	0	0.00023307	0	0.000294308	0	0.000163139	0	0	0	0.001452844	0	0	0	0	0.001604593	0.002652363	0	0.004254377	0.003636873	0	0.021398927	0.012361239	aminoglycoside antibiotic
Q4	catQ	0	0	0	0.000182569	0.002422719	0	0.003182951	0	0	0	0	0.000403317	0.000147527	0	0	0.001979748	0.000230914	0	0.000412953	0	0.000256346	0	0.000118082	0.000910622	0	0	5.31982E-05	0	6.60243E-05	0.000110906	2.43113E-05	0	0.000137926	0	0.000209441	0	0.000187264	0	0	0.000128438	0	0	4.38775E-05	0	0	0.000204051	0	0	0	0	0	0	0.000258885	0.00026784	0	0.001833597	0.001610724	0	0.000681088	0	0	0	0	phenicol antibiotic
Q4	dfrA21	0	0	0	0.000118514	0	0	0.009439891	0	0	0	0	0	0.000824041	0.000567796	0.001191371	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000270348	0	0	0	0	0	0	0.000286964	0	0	0	0	0	0	0	0	0.000465392	0	0.000413804	0	0.00058449	0.000338644	0.00137315	0	0	0	0	0	0	0	0	0	0	0	0	diaminopyrimidine antibiotic
Q4	dfrG	0	0	0	0	0	0	0	0	0	0	0	0	0.000709679	0.000203878	0.000794687	0	0	0	0	0	0.001334243	0	0	0	0.00017281	0	0.000402916	0	0.004395467	0	0	0	0.000419141	0	0	0	0.000334451	0.000151616	0.000406714	0	0	0	0.000605097	0	8.40021E-05	0	0.000903922	0.000220943	0.00116321	0.000577072	0	0	0	0.000829112	0.000303695	0	0	0	0	0	0	0	0	diaminopyrimidine antibiotic
Q4	EreA	0.000292175	0	0.000421353	0.000520545	0	0	0	0	0.00087737	0	0	0.000633826	0	0	0	0	0	0.000532996	0	0	0.001234329	0.001056394	0	0	0	0	0	0	0	0	0	0.001614154	0.000363715	0.000626366	0	0.000146492	0	0	0	0.000149104	0.000163704	0	0	0	0	0.000441602	6.79135E-05	0.000130336	0	0	0.000814883	0	0	0.000308682	0	0	0	0	0	0	0	0	0	MLS
Q4	lnuA	0	0	0	0	0.006383987	0	0.010097224	0.001122478	0.020674594	0	0.000643741	0	0.020532413	0.002036268	0.003558558	0.004627463	0.000508556	0	0	0.005241734	0.003618995	0.000253666	0.002232796	0.000714115	0.000694572	0.002457016	0.002178994	3.67913E-08	0.005918791	0.001889949	0.000226067	0.003337621	0.006271739	0.000527841	0.002484803	0.000935908	0	0.001417317	0.0005851	0	3.93668E-05	0.000788018	0.006485508	0.003977169	0.002137696	0.003645692	0.010116563	0.003916833	0.00589256	0.006859587	0.005687128	0.005526867	0.00068499	0.006229985	0.001686231	0.000671098	0	0	0	0	0	0	0	MLS
Q4	lnuB	0	0	0	0	0	0	0.011420997	0	0	0	0	0	0.001043694	0.000581357	0.000645058	0	0.000315533	0.000441684	0	0	0	0	0	0	0	0	0.000225235	0	0.004041867	0.000581932	0	0	0.001082635	0	0	0	0.001320991	0.000252434	0.000326631	0	0.000242741	0	0	0	0	0	0.001057599	0.000774628	0.000437056	0.000613854	0	0	0	0	0	0	0	0	0	0	0	0	0	MLS
Q4	vatE	0	0	0	0	0	0	0	0.00109584	0	0	0	0	0.000102659	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000194357	0	0.001588898	0	0	0	0.000337794	0.00098328	0	0.000254493	0	0.000186793	0	0	0	0	0	0	0	0	0.000120125	0	0.000182249	0.000150569	0	0	0.00024733	0	0	0	0	0	0	0	0	0	0	MLS
